,identificacion,nombre_cientifico,reino,filo,clase,orden,familia,genero,epiteto_especifico,estado_taxonomico,estado_de_amenaza,coordenadas,location_info,display_name,town,state_district,country,temperature,humidity
140,2425476,Pristimantis grandiceps,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,grandiceps,Válido,EN,"[(6.678396, -73.442888), (6.678396, -73.442888), (6.678396, -73.442888), (6.678396, -73.442888), (6.678396, -73.442888), (6.678396, -73.442888), (6.678396, -73.442888), (6.883406, -73.337098), (6.885246, -73.337008), (6.885246, -73.337008), (6.885246, -73.337008), (6.048071, -73.117305), (6.027473, -73.11259), (6.00968, -73.2215), (6.00968, -73.2215), (6.00968, -73.2215), (6.00968, -73.2215), (6.00968, -73.2215), (6.00968, -73.2215), (6.00968, -73.2215), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333), (6.233333, -72.933333)]","{'place_id': 298621583, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 703523058, 'lat': '6.6879582', 'lon': '-73.4390647', 'class': 'place', 'type': 'locality', 'place_rank': 25, 'importance': 0.12500999999999995, 'addresstype': 'locality', 'name': 'La Argovia', 'display_name': 'La Argovia, El Carmen de Chucurí, Yariguíes, Santander, RAP Gran Santander, Colombia', 'address': {'locality': 'La Argovia', 'town': 'El Carmen de Chucurí', 'state_district': 'Yariguíes', 'state': 'Santander', 'ISO3166-2-lvl4': 'CO-SAN', 'region': 'RAP Gran Santander', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['6.6779582', '6.6979582', '-73.4490647', '-73.4290647']}","La Argovia, El Carmen de Chucurí, Yariguíes, Santander, RAP Gran Santander, Colombia",El Carmen de Chucurí,Yariguíes,Colombia,12.52836734693878,93.61224489795919
141,2425390,Pristimantis hectus,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,hectus,Válido,VU,[],,,,,,,
142,2425376,Pristimantis helvolus,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,helvolus,Válido,EN,"[(6.96889, -75.14321), (6.983333, -75.134722), (6.304444, -75.135), (6.25038, -75.1372), (6.30425, -75.1336), (6.304444, -75.135)]","{'place_id': 298338744, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 391896500, 'lat': '6.9691435', 'lon': '-75.1417292', 'class': 'highway', 'type': 'secondary', 'place_rank': 26, 'importance': 0.10000999999999993, 'addresstype': 'road', 'name': 'Anorí - El Mango', 'display_name': 'Anorí - El Mango, Anorí, Nordeste, Antioquia, RAP del Agua y la Montaña, Colombia', 'address': {'road': 'Anorí - El Mango', 'town': 'Anorí', 'state_district': 'Nordeste', 'state': 'Antioquia', 'ISO3166-2-lvl4': 'CO-ANT', 'region': 'RAP del Agua y la Montaña', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['6.9446183', '6.9706968', '-75.1471697', '-75.1277905']}","Anorí - El Mango, Anorí, Nordeste, Antioquia, RAP del Agua y la Montaña, Colombia",Anorí,Nordeste,Colombia,16.858333333333334,98.33333333333333
143,2425363,Pristimantis hernandezi,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,hernandezi,Válido,EN,[],,,,,,,
144,2425305,Pristimantis hybotragus,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,hybotragus,Válido,EN,[],,,,,,,
145,2425016,Pristimantis jaimei,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,jaimei,Válido,CR,[],,,,,,,
146,2425863,Pristimantis johannesdei,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,johannesdei,Válido,VU,"[(5.24323, -76.0968), (6.52843, -76.2741), (6.52843, -76.2741), (6.52843, -76.2741), (6.51281, -76.2735), (6.55727, -76.2417), (6.55727, -76.2417)]","{'place_id': 297804111, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 702587596, 'lat': '5.2430699', 'lon': '-76.096445', 'class': 'highway', 'type': 'unclassified', 'place_rank': 26, 'importance': 0.10000999999999993, 'addresstype': 'road', 'name': '', 'display_name': 'Pueblo Rico, Vertiente Pacífico, Risaralda, RAP Eje Cafetero, Colombia', 'address': {'village': 'Pueblo Rico', 'state_district': 'Vertiente Pacífico', 'state': 'Risaralda', 'ISO3166-2-lvl4': 'CO-RIS', 'region': 'RAP Eje Cafetero', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['5.2344873', '5.2577628', '-76.1181307', '-76.0869420']}","Pueblo Rico, Vertiente Pacífico, Risaralda, RAP Eje Cafetero, Colombia",,Vertiente Pacífico,Colombia,15.968571428571428,97.28571428571429
147,2425846,Pristimantis jorgevelosai,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,jorgevelosai,Válido,EN,"[(7.07605, -73.07088), (7.07605, -73.07088), (6.029458, -73.109215), (7.12575, -72.99738), (7.046111, -72.033855), (7.12575, -72.99738), (6.97436, -73.0339), (7.15727, -72.96559), (7.15727, -72.96559)]","{'place_id': 300223404, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 9560843608, 'lat': '7.0751328', 'lon': '-73.0731655', 'class': 'amenity', 'type': 'place_of_worship', 'place_rank': 30, 'importance': 9.99999999995449e-06, 'addresstype': 'amenity', 'name': 'Vía crucis IX', 'display_name': 'Vía crucis IX, Helechales, Floridablanca, Metropolitana, Santander, RAP Gran Santander, 006547, Colombia', 'address': {'amenity': 'Vía crucis IX', 'road': 'Helechales', 'town': 'Floridablanca', 'state_district': 'Metropolitana', 'state': 'Santander', 'ISO3166-2-lvl4': 'CO-SAN', 'region': 'RAP Gran Santander', 'postcode': '006547', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['7.0750828', '7.0751828', '-73.0732155', '-73.0731155']}","Vía crucis IX, Helechales, Floridablanca, Metropolitana, Santander, RAP Gran Santander, 006547, Colombia",Floridablanca,Metropolitana,Colombia,15.145555555555555,89.22222222222223
148,2425830,Pristimantis juanchoi,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,juanchoi,Válido,VU,"[(4.278383, -76.28051), (5.215833, -76.075278), (5.496111, -75.889167), (5.496111, -75.889167), (5.496111, -75.889167), (5.30676, -75.8961)]","{'place_id': 299566729, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 865734267, 'lat': '4.277227', 'lon': '-76.2823918', 'class': 'highway', 'type': 'secondary', 'place_rank': 26, 'importance': 0.10000999999999993, 'addresstype': 'road', 'name': 'Roldanillo - Trujillo', 'display_name': 'Roldanillo - Trujillo, Cerro Azul, Trujillo, Centro, Valle del Cauca, RAP Pacífico, Colombia', 'address': {'road': 'Roldanillo - Trujillo', 'village': 'Cerro Azul', 'state_district': 'Centro', 'state': 'Valle del Cauca', 'ISO3166-2-lvl4': 'CO-VAC', 'region': 'RAP Pacífico', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['4.2749909', '4.2801143', '-76.2847061', '-76.2816408']}","Roldanillo - Trujillo, Cerro Azul, Trujillo, Centro, Valle del Cauca, RAP Pacífico, Colombia",,Centro,Colombia,13.706666666666665,98.5
149,10857707,Pristimantis kelephus,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,kelephus,Válido,CR,"[(5.496111, -75.889167), (5.496111, -75.889167), (5.496111, -75.889167), (4.7444, -76.297), (4.75237, -76.2907), (4.75237, -76.2907), (4.75237, -76.2907), (4.75237, -76.2907), (4.75237, -76.2907), (4.75237, -76.2907), (4.75237, -76.2907), (4.75237, -76.2907), (4.75237, -76.2907), (4.75237, -76.2907), (4.75237, -76.2907), (4.75237, -76.2907), (4.75237, -76.2907), (4.75237, -76.2907), (4.75237, -76.2907), (4.75237, -76.2907), (4.75237, -76.2907), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75019, -76.2883), (4.75019, -76.2883), (4.75019, -76.2883), (4.75019, -76.2883), (4.75019, -76.2883), (4.75565, -76.2931), (4.75282, -76.2911), (4.782777, -76.204722), (4.782777, -76.204722), (4.782777, -76.204722), (4.782777, -76.204722), (4.739, -76.302), (4.739, -76.302), (4.739, -76.302), (4.74, -76.3), (4.74, -76.3), (4.74, -76.3)]","{'place_id': 298945309, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 11100510614, 'lat': '5.4959714', 'lon': '-75.8892051', 'class': 'leisure', 'type': 'nature_reserve', 'place_rank': 30, 'importance': 9.99999999995449e-06, 'addresstype': 'leisure', 'name': 'Reserva Natural Fundación Bioconservancy', 'display_name': 'Reserva Natural Fundación Bioconservancy, Por el lecho del río después de avalancha 13ENE23, La Mesenia, Jardín, Suroeste, Antioquia, RAP del Agua y la Montaña, Colombia', 'address': {'leisure': 'Reserva Natural Fundación Bioconservancy', 'road': 'Por el lecho del río después de avalancha 13ENE23', 'city': 'La Mesenia', 'county': 'Jardín', 'state_district': 'Suroeste', 'state': 'Antioquia', 'ISO3166-2-lvl4': 'CO-ANT', 'region': 'RAP del Agua y la Montaña', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['5.4959214', '5.4960214', '-75.8892551', '-75.8891551']}","Reserva Natural Fundación Bioconservancy, Por el lecho del río después de avalancha 13ENE23, La Mesenia, Jardín, Suroeste, Antioquia, RAP del Agua y la Montaña, Colombia",,Suroeste,Colombia,15.201666666666657,99.84722222222223
150,2425596,Pristimantis lasalleorum,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,lasalleorum,Válido,EN,"[(6.252222, -76.22725)]","{'place_id': 298478558, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1307282, 'lat': '6.3168685', 'lon': '-76.1344983', 'class': 'boundary', 'type': 'administrative', 'place_rank': 12, 'importance': 0.4348890131519293, 'addresstype': 'town', 'name': 'Urrao', 'display_name': 'Urrao, Suroeste, Antioquia, RAP del Agua y la Montaña, Colombia', 'address': {'town': 'Urrao', 'state_district': 'Suroeste', 'state': 'Antioquia', 'ISO3166-2-lvl4': 'CO-ANT', 'region': 'RAP del Agua y la Montaña', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['5.9976312', '6.5939180', '-76.5820937', '-75.9905027']}","Urrao, Suroeste, Antioquia, RAP del Agua y la Montaña, Colombia",Urrao,Suroeste,Colombia,12.2,97.0
151,2425575,Pristimantis laticlavius,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,laticlavius,Válido,VU,[],,,,,,,
152,2425521,Pristimantis lemur,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,lemur,Válido,VU,"[(7.08228, -75.485983), (7.157267, -75.461846), (7.272063, -75.515218), (6.23553, -75.13545), (6.1666, -75.07012), (6.1666, -75.07012), (6.1666, -75.07012), (5.48429, -75.05709), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.983333, -75.134722), (6.987778, -75.1433), (6.987778, -75.1433), (6.983333, -75.134722), (7.075923, -75.421706), (6.96889, -75.14321), (6.802889, -75.14575), (6.802889, -75.14575), (6.9806, -75.1353), (6.802889, -75.14575), (6.802889, -75.14575), (6.802889, -75.14575), (5.4856, -75.06866), (5.4856, -75.06866), (5.4856, -75.06866), (5.4856, -75.06866), (6.29975, -75.1361), (6.304444, -75.135)]","{'place_id': 298595724, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 443049676, 'lat': '7.0873315', 'lon': '-75.4833867', 'class': 'highway', 'type': 'tertiary', 'place_rank': 26, 'importance': 0.10000999999999993, 'addresstype': 'road', 'name': 'Yarumal - Briceño', 'display_name': 'Yarumal - Briceño, San Fermín, Valdivia, Norte, Antioquia, RAP del Agua y la Montaña, Colombia', 'address': {'road': 'Yarumal - Briceño', 'hamlet': 'San Fermín', 'town': 'Valdivia', 'state_district': 'Norte', 'state': 'Antioquia', 'ISO3166-2-lvl4': 'CO-ANT', 'region': 'RAP del Agua y la Montaña', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['7.0849450', '7.0896285', '-75.4925396', '-75.4714280']}","Yarumal - Briceño, San Fermín, Valdivia, Norte, Antioquia, RAP del Agua y la Montaña, Colombia",Valdivia,Norte,Colombia,16.682413793103443,98.72413793103448
153,9309439,Pristimantis leopardus,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,leopardus,Válido,VU,"[(5.725861, -75.24897), (5.726944, -75.25692)]","{'place_id': 298505565, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 703176920, 'lat': '5.7385836', 'lon': '-75.2577131', 'class': 'place', 'type': 'locality', 'place_rank': 25, 'importance': 0.12500999999999995, 'addresstype': 'locality', 'name': 'La Quiebra', 'display_name': 'La Quiebra, Sonsón, Oriente, Antioquia, RAP del Agua y la Montaña, Colombia', 'address': {'locality': 'La Quiebra', 'county': 'Sonsón', 'state_district': 'Oriente', 'state': 'Antioquia', 'ISO3166-2-lvl4': 'CO-ANT', 'region': 'RAP del Agua y la Montaña', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['5.7285836', '5.7485836', '-75.2677131', '-75.2477131']}","La Quiebra, Sonsón, Oriente, Antioquia, RAP del Agua y la Montaña, Colombia",,Oriente,Colombia,9.17,100.0
154,2425455,Pristimantis leucopus,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,leucopus,Válido,EN,[],,,,,,,
155,2425400,Pristimantis lichenoides,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,lichenoides,Válido,CR,"[(5.50446, -75.1784), (5.50446, -75.1784), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622), (5.52038, -75.1622)]","{'place_id': 299369126, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 511348512, 'lat': '5.504815130286049', 'lon': '-75.17861878562265', 'class': 'highway', 'type': 'unclassified', 'place_rank': 26, 'importance': 0.10000999999999993, 'addresstype': 'road', 'name': '', 'display_name': 'El Billar, Arboleda, Pensilvania, Alto Oriente, Caldas, RAP del Agua y la Montaña, 173069, Colombia', 'address': {'hamlet': 'El Billar', 'village': 'Arboleda', 'town': 'Pensilvania', 'state_district': 'Alto Oriente', 'state': 'Caldas', 'ISO3166-2-lvl4': 'CO-CAL', 'region': 'RAP del Agua y la Montaña', 'postcode': '173069', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['5.5014555', '5.5169868', '-75.1918700', '-75.1678853']}","El Billar, Arboleda, Pensilvania, Alto Oriente, Caldas, RAP del Agua y la Montaña, 173069, Colombia",Pensilvania,Alto Oriente,Colombia,19.923783783783794,99.0
156,2425282,Pristimantis loustes,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,loustes,Válido,EN,[],,,,,,,
157,2425217,Pristimantis lutitus,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,lutitus,Válido,EN,"[(6.858706, -73.359675), (6.1071, -73.18371), (5.76483, -73.424769), (5.765119, -73.42449), (5.765189, -73.42494), (6.678396, -73.442888), (7.045, -72.99), (7.04, -72.99), (7.04, -72.98), (7.024722, -72.972333), (7.024722, -72.972333), (7.024722, -72.972333), (7.024722, -72.972333), (6.876667, -73.385278), (6.876667, -73.385278), (6.876667, -73.385278), (6.876667, -73.385278), (6.07242, -73.05988), (6.97436, -73.0339), (6.07242, -73.05988), (6.07242, -73.05988), (6.134861, -73.097736), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.134861, -73.097736), (6.07242, -73.05988), (6.059355, -73.122873), (6.059355, -73.122873), (6.059355, -73.122873), (6.059355, -73.122873), (6.027473, -73.11259), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.098723, -73.217531), (6.016304, -73.162333), (6.16415, -73.18668), (6.16415, -73.18668), (6.016304, -73.162333), (6.16415, -73.18668), (6.016304, -73.162333), (6.16415, -73.18668), (6.016304, -73.162333), (6.16415, -73.18668), (6.16415, -73.18668), (6.16415, -73.18668), (7.06288, -72.985), (7.06288, -72.985), (7.06288, -72.985), (6.016304, -73.162333), (6.16415, -73.18668), (6.16415, -73.18668), (6.97436, -73.0339), (6.97436, -73.0339), (6.97436, -73.0339), (6.97436, -73.0339), (6.121111, -73.128056), (6.121111, -73.128056), (6.121111, -73.128056), (6.121111, -73.128056), (6.121111, -73.128056), (6.121111, -73.128056), (6.121111, -73.128056), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906), (6.125869, -73.12906)]","{'place_id': 300280306, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1423504, 'lat': '6.92877925', 'lon': '-73.52075434629629', 'class': 'boundary', 'type': 'administrative', 'place_rank': 12, 'importance': 0.4023337094656839, 'addresstype': 'county', 'name': 'San Vicente de Chucurí', 'display_name': 'San Vicente de Chucurí, Yariguíes, Santander, RAP Gran Santander, Colombia', 'address': {'county': 'San Vicente de Chucurí', 'state_district': 'Yariguíes', 'state': 'Santander', 'ISO3166-2-lvl4': 'CO-SAN', 'region': 'RAP Gran Santander', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['6.7036497', '7.1536452', '-73.7641418', '-73.3325094']}","San Vicente de Chucurí, Yariguíes, Santander, RAP Gran Santander, Colombia",,Yariguíes,Colombia,14.214959999999978,95.256
158,2425117,Pristimantis maculosus,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,maculosus,Válido,VU,"[(5.50446, -75.1784), (5.50446, -75.1784), (5.50446, -75.1784), (5.50446, -75.1784), (5.50222, -75.12583), (5.50222, -75.12583), (6.64011, -75.6955), (6.64011, -75.6955), (6.64011, -75.6955)]","{'place_id': 299369126, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 511348512, 'lat': '5.504815130286049', 'lon': '-75.17861878562265', 'class': 'highway', 'type': 'unclassified', 'place_rank': 26, 'importance': 0.10000999999999993, 'addresstype': 'road', 'name': '', 'display_name': 'El Billar, Arboleda, Pensilvania, Alto Oriente, Caldas, RAP del Agua y la Montaña, 173069, Colombia', 'address': {'hamlet': 'El Billar', 'village': 'Arboleda', 'town': 'Pensilvania', 'state_district': 'Alto Oriente', 'state': 'Caldas', 'ISO3166-2-lvl4': 'CO-CAL', 'region': 'RAP del Agua y la Montaña', 'postcode': '173069', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['5.5014555', '5.5169868', '-75.1918700', '-75.1678853']}","El Billar, Arboleda, Pensilvania, Alto Oriente, Caldas, RAP del Agua y la Montaña, 173069, Colombia",Pensilvania,Alto Oriente,Colombia,16.988888888888887,85.33333333333333
159,2425040,Pristimantis mars,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,mars,Válido,CR,"[(5.38183, -75.8884)]","{'place_id': 298074795, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 375817612, 'lat': '5.381719998987239', 'lon': '-75.88839037268285', 'class': 'highway', 'type': 'tertiary', 'place_rank': 26, 'importance': 0.10000999999999993, 'addresstype': 'road', 'name': '', 'display_name': 'Mistrató, Vertiente Pacífico, Risaralda, RAP Eje Cafetero, Colombia', 'address': {'county': 'Mistrató', 'state_district': 'Vertiente Pacífico', 'state': 'Risaralda', 'ISO3166-2-lvl4': 'CO-RIS', 'region': 'RAP Eje Cafetero', 'country': 'Colombia', 'country_code': 'co'}, 'boundingbox': ['5.3760626', '5.3888404', '-75.8915483', '-75.8847598']}","Mistrató, Vertiente Pacífico, Risaralda, RAP Eje Cafetero, Colombia",,Vertiente Pacífico,Colombia,11.27,99.0
